"College Code","College Name","Category Name",University,District,Zone,Group,branch,"Total No of students","1st year","2nd year","3rd year","4th year"
5109,"Global Institute of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",RANIPET,"Zone VI : Arni",2,"B.E Civil Engineering",41,0,15,17,9
5110,"J E I MATHAAJEE COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Electrical and Electronics Engineering",17,0,12,5,0
5110,"J E I MATHAAJEE COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Mechanical Engineering",28,2,17,9,0
5110,"J E I MATHAAJEE COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Computer Science and Engineering",5,4,0,1,0
5110,"J E I MATHAAJEE COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Civil Engineering",8,0,4,4,0
5110,"J E I MATHAAJEE COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Electronics and Communication Engineering",1,0,0,1,0
5113,"KINGSTON ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.E Civil Engineering",4,0,1,3,0
5113,"KINGSTON ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.E Electrical and Electronics Engineering",34,0,12,13,9
5113,"KINGSTON ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.Tech Information Technology",179,58,50,36,35
5113,"KINGSTON ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.E Mechanical Engineering",60,10,13,17,20
5113,"KINGSTON ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.Tech Computer Science and Business System",28,28,0,0,0
5113,"KINGSTON ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.Tech Artificial Intelligence and Data Science",59,59,0,0,0
5113,"KINGSTON ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.E Computer Science and Engineering",410,116,116,100,78
5113,"KINGSTON ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.E Electronics and Communication Engineering",152,56,31,33,32
5114,"OXFORD COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone VI : Arni",2,"B.E Electronics and Communication Engineering",38,4,13,20,1
5114,"OXFORD COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone VI : Arni",2,"B.E Electrical and Electronics Engineering",73,1,45,19,8
5114,"OXFORD COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone VI : Arni",2,"B.E Computer Science and Engineering",54,23,16,11,4
5114,"OXFORD COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone VI : Arni",2,"B.E Civil Engineering",62,2,35,22,3
5114,"OXFORD COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone VI : Arni",2,"B.E Mechanical Engineering",101,8,62,25,6
5115,"P.T. LEE CHENGALVARAYA NAICKER COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Computer Science and Engineering",235,62,68,44,61
5115,"P.T. LEE CHENGALVARAYA NAICKER COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.Tech Information Technology",59,59,0,0,0
5115,"P.T. LEE CHENGALVARAYA NAICKER COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Electrical and Electronics Engineering",161,53,62,30,16
5115,"P.T. LEE CHENGALVARAYA NAICKER COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Mechanical Engineering",158,41,60,31,26
5115,"P.T. LEE CHENGALVARAYA NAICKER COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,,1,0,1,0,0
5115,"P.T. LEE CHENGALVARAYA NAICKER COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Civil Engineering",28,0,10,12,6
5115,"P.T. LEE CHENGALVARAYA NAICKER COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Electronics and Communication Engineering",139,55,57,16,11
5117,"Pallavan College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Electrical and Electronics Engineering",33,0,6,27,0
5117,"Pallavan College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Civil Engineering",20,1,2,15,2
5117,"Pallavan College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Electronics and Communication Engineering",13,2,7,4,0
5117,"Pallavan College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Computer Science and Engineering",41,11,18,12,0
5117,"Pallavan College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.Tech Information Technology",17,4,6,6,1
5117,"Pallavan College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Mechanical Engineering",98,1,19,68,10
5118,"PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUPATTUR,"Zone VII : Dharmapuri",2,"B.E Electrical and Electronics Engineering",53,17,5,12,19
5118,"PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUPATTUR,"Zone VII : Dharmapuri",2,"B.E Civil Engineering",15,3,2,5,5
5118,"PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUPATTUR,"Zone VII : Dharmapuri",2,"B.E Mechanical Engineering",37,5,12,12,8
5118,"PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUPATTUR,"Zone VII : Dharmapuri",2,"B.E Electronics and Communication Engineering",48,29,8,5,6
5118,"PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUPATTUR,"Zone VII : Dharmapuri",2,"B.E Computer Science and Engineering",133,61,36,19,17
5119,"Priyadarshi Engineering college","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUPATTUR,"Zone VII : Dharmapuri",2,"B.E Civil Engineering",45,10,12,13,10
5119,"Priyadarshi Engineering college","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUPATTUR,"Zone VII : Dharmapuri",2,"B.E Mechanical Engineering",112,27,24,42,19
5119,"Priyadarshi Engineering college","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUPATTUR,"Zone VII : Dharmapuri",2,"B.E Electrical and Electronics Engineering",112,18,36,38,20
5119,"Priyadarshi Engineering college","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUPATTUR,"Zone VII : Dharmapuri",2,"B.E Computer Science and Engineering",289,91,88,81,29
5119,"Priyadarshi Engineering college","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUPATTUR,"Zone VII : Dharmapuri",2,"B.E Electronics and Communication Engineering",119,54,37,17,11
5121,"RANIPPETTAI ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",RANIPET,"Zone VI : Arni",2,"B.E Electronics and Communication Engineering",5,0,3,2,0
5121,"RANIPPETTAI ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",RANIPET,"Zone VI : Arni",2,"B.E Electrical and Electronics Engineering",26,4,18,4,0
5121,"RANIPPETTAI ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",RANIPET,"Zone VI : Arni",2,"B.E Civil Engineering",8,0,8,0,0
5121,"RANIPPETTAI ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",RANIPET,"Zone VI : Arni",2,"B.E Mechanical Engineering",51,0,30,21,0
5121,"RANIPPETTAI ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",RANIPET,"Zone VI : Arni",2,"B.E Computer Science and Engineering",11,1,7,3,0
5122,"S.K.P. ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone V : Tindivanam",2,"B.E Electronics and Communication Engineering",51,20,11,11,9
5122,"S.K.P. ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone V : Tindivanam",2,"B.E Computer Science and Engineering",213,89,64,37,23
5122,"S.K.P. ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone V : Tindivanam",2,"B.E Mechanical Engineering",33,0,10,9,14
5122,"S.K.P. ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone V : Tindivanam",2,"B.Tech Information Technology",100,52,23,15,10
5122,"S.K.P. ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone V : Tindivanam",2,"B.E Electrical and Electronics Engineering",39,0,7,13,19
5126,"SREE KRISHNA COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.E Civil Engineering",51,0,14,30,7
5126,"SREE KRISHNA COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.E Electronics and Communication Engineering",59,0,33,24,2
5126,"SREE KRISHNA COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.E Electrical and Electronics Engineering",77,1,33,32,11
5126,"SREE KRISHNA COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.E Mechanical Engineering",114,0,33,63,18
5126,"SREE KRISHNA COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.E Computer Science and Engineering",61,9,19,26,7
5127,"SRI BALAJI CHOCKALINGAM ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone VI : Arni",2,"B.E Electrical and Electronics Engineering",120,16,35,49,20
5127,"SRI BALAJI CHOCKALINGAM ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone VI : Arni",2,"B.E Computer Science and Engineering",148,59,45,17,27
5127,"SRI BALAJI CHOCKALINGAM ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone VI : Arni",2,"B.E Mechanical Engineering",131,2,38,64,27
5127,"SRI BALAJI CHOCKALINGAM ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone VI : Arni",2,"B.E Electronics and Communication Engineering",93,37,24,10,22
5127,"SRI BALAJI CHOCKALINGAM ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone VI : Arni",2,"B.E Civil Engineering",45,2,18,20,5
5127,"SRI BALAJI CHOCKALINGAM ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone VI : Arni",2,"B.Tech Information Technology",145,58,48,10,29
5131,"THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY","Government College","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.E Electronics and Communication Engineering",461,108,111,128,114
5131,"THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY","Government College","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.E Computer Science and Engineering",225,54,58,59,54
5131,"THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY","Government College","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.E Civil Engineering",211,51,43,63,54
5131,"THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY","Government College","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.E Electrical and Electronics Engineering",229,55,52,60,62
5131,"THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY","Government College","ANNA UNIVERSITY",VELLORE,"Zone VI : Arni",2,"B.E Mechanical Engineering",470,111,111,123,125
5132,"THIRUMALAI ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.Tech Information Technology",81,26,32,19,4
5132,"THIRUMALAI ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Mechanical Engineering",154,10,65,54,25
5132,"THIRUMALAI ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Electrical and Electronics Engineering",86,6,30,25,25
5132,"THIRUMALAI ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Computer Science and Engineering",187,80,47,31,29
5132,"THIRUMALAI ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Civil Engineering",83,3,24,32,24
5132,"THIRUMALAI ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone VI : Arni",2,"B.E Electronics and Communication Engineering",81,10,28,32,11
5133,"University College of Engineering ARNI","University Constituent Colleges","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone VI : Arni",2,"B.E Electronics and Communication Engineering",167,51,36,46,34
5133,"University College of Engineering ARNI","University Constituent Colleges","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone VI : Arni",2,"B.E Mechanical Engineering (Tamil Medium)",15,2,8,4,1
5133,"University College of Engineering ARNI","University Constituent Colleges","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone VI : Arni",2,"B.E Computer Science and Engineering",177,50,40,44,43
5133,"University College of Engineering ARNI","University Constituent Colleges","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone VI : Arni",2,"B.E Mechanical Engineering",115,9,37,41,28
5133,"University College of Engineering ARNI","University Constituent Colleges","ANNA UNIVERSITY",TIRUVANNAMALAI,"Zone VI : Arni",2,"B.E Electrical and Electronics Engineering",142,30,42,36,34
5134,"University College of Engineering kanchipuram","University Constituent Colleges","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Electrical and Electronics Engineering",226,53,61,60,52
5134,"University College of Engineering kanchipuram","University Constituent Colleges","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Computer Science and Engineering",239,55,63,67,54
5134,"University College of Engineering kanchipuram","University Constituent Colleges","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Electronics and Communication Engineering",213,55,59,51,48
5134,"University College of Engineering kanchipuram","University Constituent Colleges","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Mechanical Engineering",191,26,59,55,51
5134,"University College of Engineering kanchipuram","University Constituent Colleges","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,,2,0,0,2,0
5135,"ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",RANIPET,"Zone VI : Arni",2,"B.E Electronics and Communication Engineering",135,42,38,28,27
5135,"ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",RANIPET,"Zone VI : Arni",2,"B.E Civil Engineering",9,1,0,0,8
5135,"ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",RANIPET,"Zone VI : Arni",2,"B.E Mechanical Engineering",71,7,19,21,24
5135,"ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",RANIPET,"Zone VI : Arni",2,"B.E Electrical and Electronics Engineering",63,19,19,18,7
5135,"ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",RANIPET,"Zone VI : Arni",2,"B.E Computer Science and Engineering",213,60,63,46,44
5135,"ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",RANIPET,"Zone VI : Arni",2,"B.Tech Artificial Intelligence and Data Science",86,60,26,0,0
5137,"MMES ACADEMY OF ARCHITECTURE",Architecture,"ANNA UNIVERSITY",RANIPET,"Zone VI : Arni",2,"B.Arch Architecture",38,0,12,10,16
6102,"ANNAPOORANA ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",SALEM,"Zone VIII : Salem",2,"B.E Automobile Engineering",157,24,66,64,3
6102,"ANNAPOORANA ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",SALEM,"Zone VIII : Salem",2,"B.E Electrical and Electronics Engineering",208,56,66,66,20
6102,"ANNAPOORANA ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",SALEM,"Zone VIII : Salem",2,"B.E Mechanical Engineering",195,33,65,65,32
6102,"ANNAPOORANA ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",SALEM,"Zone VIII : Salem",2,"B.E Electronics and Communication Engineering",166,60,66,27,13
6102,"ANNAPOORANA ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",SALEM,"Zone VIII : Salem",2,"B.E Civil Engineering",166,12,66,66,22
6102,"ANNAPOORANA ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",SALEM,"Zone VIII : Salem",2,"B.E Computer Science and Engineering",220,60,66,63,31
6105,"Dhirajlal Gandhi College of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",SALEM,"Zone VII : Dharmapuri",2,"B.Tech Artificial Intelligence and Data Science",105,57,48,0,0
6105,"Dhirajlal Gandhi College of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",SALEM,"Zone VII : Dharmapuri",2,"B.E Civil Engineering",82,15,16,25,26
6105,"Dhirajlal Gandhi College of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",SALEM,"Zone VII : Dharmapuri",2,"B.E Computer Science and Engineering",468,127,110,116,115
6105,"Dhirajlal Gandhi College of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",SALEM,"Zone VII : Dharmapuri",2,"B.Tech Information Technology",52,52,0,0,0
6105,"Dhirajlal Gandhi College of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",SALEM,"Zone VII : Dharmapuri",2,,2,2,0,0,0
6105,"Dhirajlal Gandhi College of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",SALEM,"Zone VII : Dharmapuri",2,"B.E Electrical and Electronics Engineering",200,44,30,62,64
6105,"Dhirajlal Gandhi College of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",SALEM,"Zone VII : Dharmapuri",2,"B.E Mechanical Engineering",190,23,33,64,70
6105,"Dhirajlal Gandhi College of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",SALEM,"Zone VII : Dharmapuri",2,"B.E Electronics and Communication Engineering",326,85,73,92,76
6105,"Dhirajlal Gandhi College of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",SALEM,"Zone VII : Dharmapuri",2,"B.Tech Agriculture Engineering",45,25,20,0,0
6107,"GOVERNMENT COLLEGE OF ENGINEERING - BARGUR","Government College","ANNA UNIVERSITY",KRISHNAGIRI,"Zone VII : Dharmapuri",2,"B.E Electrical and Electronics Engineering",236,57,54,62,63
6107,"GOVERNMENT COLLEGE OF ENGINEERING - BARGUR","Government College","ANNA UNIVERSITY",KRISHNAGIRI,"Zone VII : Dharmapuri",2,"B.E Computer Science and Engineering",213,55,61,47,50
6107,"GOVERNMENT COLLEGE OF ENGINEERING - BARGUR","Government College","ANNA UNIVERSITY",KRISHNAGIRI,"Zone VII : Dharmapuri",2,"B.E Electronics and Communication Engineering",229,59,61,55,54
6107,"GOVERNMENT COLLEGE OF ENGINEERING - BARGUR","Government College","ANNA UNIVERSITY",KRISHNAGIRI,"Zone VII : Dharmapuri",2,"B.E Mechanical Engineering",229,51,53,62,63
6108,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",KRISHNAGIRI,"Zone VII : Dharmapuri",2,"B.E Computer Science and Engineering",309,126,65,63,55
6108,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",KRISHNAGIRI,"Zone VII : Dharmapuri",2,"B.E Mechatronics Engineering",114,39,43,25,7
6108,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",KRISHNAGIRI,"Zone VII : Dharmapuri",2,"B.Tech Artificial Intelligence and Data Science",62,62,0,0,0
6108,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",KRISHNAGIRI,"Zone VII : Dharmapuri",2,"B.E Electrical and Electronics Engineering",187,54,65,36,32
6108,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",KRISHNAGIRI,"Zone VII : Dharmapuri",2,"B.Tech Information Technology",302,126,64,63,49
6108,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",KRISHNAGIRI,"Zone VII : Dharmapuri",2,,2,0,2,0,0
6108,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",KRISHNAGIRI,"Zone VII : Dharmapuri",2,"B.E Civil Engineering",62,16,9,22,15
6108,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",KRISHNAGIRI,"Zone VII : Dharmapuri",2,"B.Tech Computer Science and Business Systems",1,1,0,0,0
